Speaker,Dialogue
Joey,"Monica, you have to do some damage control here, okay. 'Cause he's feeling like..."
Chandler,Hey!
Joey,Heeeyy! Hey!
Chandler,What are you guys talking about?
Ross,Uhm... Rachel and I hired a male nanny.
Chandler,You got a man who's a nanny...? You got a manny...?
Chandler,"You know, I don't mind a... male nanny, but I do draw the line at a male wetnurse."
Monica,"Ohhh, ooohhh... you are on a roll, mister!"
Chandler,"If I'd known you guys were coming over, I would have brought more pizza."
Monica,"Okay, okay... Chandler you... you stop it!"
Chandler,What is so funny about that?
Monica,"Well, I don't know... I-It's... just the way you say it... I mean, you're funny... You have that funny thing. You're a funny guy!"
Chandler,Did you tell her what we talked about?
Joey,Yeah....
Chandler,So those were pity laughs? PITY LAUGHS?
Monica,"Honey, listen... You have nothing to worry about with Geoffrey."
Chandler,Oh yeah? Is he funnier than me?
Monica,"Well, you're... you're different funny... I mean, you're... you're more sarcastic a-a-and... well, he does... bits... and impressions... and... and limericks..."
Chandler,"I do limericks... uhm... There once was a man named Chandler, whose wife made him die inside."
Monica,"Honey, you know I think you're hilarious! Come on, you know that joke you told me last week? The one about Jerry Lewis and the girl with the lazy eye...? That slayed me."
Ross,Hey... I made up that joke and told it to you!
Joey,Not knowing when to shut up...
Ross,Yep! That's my thing... COMMERCIAL BREAK
Mike,So... how many guys have your key?
Phoebe,"No, no, no, no, no... It's not... it's not... i'ts not as bad as it looks... really. I was just saying goodbye to an old friend."
Mike,Your lipstick's on his mouth.
David,"Oh, uh... we just uh... happen to wear the same shade."
Phoebe,"No, uhm... David and I did use to go out... but years ago, and he lives in Minsk. He's only... he's only in town for a couple of days."
Mike,Did you uhm...
Phoebe,"No, no..."
Mike,...kiss him?
Phoebe,"Oh, well, yeah..."
David,"Yes, but uhm... You should know... she really likes you. I-In fact I-I-I don't think you realise j-just how lucky you are fella."
Mike,Don't point your finger at me.
David,Why? Wh-What are you going to do about it?
Mike,Well... I'll... just show you what I'm gonna do about it...
Phoebe,"Stop it! Stop it, before someone gets really hurt! Here David, you should just go."
David,"Allright... But... if I ever do come back from Minsk... well, you just better watch out."
Mike,"Well, if I ever goto Minsk, you'd better watch out."
David,"Oh, you're going to Minsk?"
Mike,"Well, I might."
David,"Really? Well, if you do, come in the spring. It's just lovely there."
Phoebe,"Okay, well... guys?"
David,Right... Goodbye Phoebe.
Mike,"Hey, what are you kidding me?"
David,"Right-o, right-o... Take good care of her."
Phoebe,"I'm sorry, I'm so sorry. If you... If you want your key back, I totally understand."
Mike,It's never gonna happen again right?
Phoebe,Right! Never! Never! I swear!
David,"I-I... Oh I...I just wanna say uhm... if you do ever come to Minsk, that's my number We'll uhm... we'll party up Vladnik style."
Joey,"Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns."
Ross,Really? Sounded like Three Blind Mice.
Joey,Noooo... Three Blind Mice goes like this...
Ross,I swear to God...!
Sandy,Who's up for puppets?
Joey,Me! I'm up for puppets!
Sandy,"Well, please welcome... The Snufflebumps... Who wants to be mr. Wigglemunch and who's gonna be the Grumpus?"
Ross,"Okay, okay... How exactly is a two month old supposed to appreciate puppets?"
Sandy,Actually studies have shown that the movement and colours help their cerebral development... The whimsical characters are just for us.
Joey,I wanna be mr. Wigglemunch.
Ross,Oh my God!
Sandy,"Well, I guess we know who's gonna be the Grumpus..."
Rachel,That was kind of rude!
Ross,"Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me."
Rachel,"You know, he was just doing his job..."
Ross,"Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this."
Rachel,"Oh, come on Ross..."
Ross,"No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with..."
Rachel,Oh... That's true.
Ross,Thank you!
Rachel,"Well, you're the one who wants to fire him, so you're gonna have to do it."
Sandy,"So you see Wigglemunch, that's why it's important to shaaaaaaare..."
Joey,I am learning so much from you.
Chandler,"Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at http://www.hahanotsomuch.com/."
Monica,"Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore."
Chandler,"Really...? See... that's the thing: you gotta keep it smart, people!"
Monica,"Okay, don't miss that flight. You know I love you."
Chandler,I love you too. And... I like you as a friend.
Joey,Allright. See you later!
Chandler,See ya!
Joey,Did that guy really make that joke?
Monica,"Naaaa... He still kills me. Last night he had me laughing so hard, I swear... a little pee came out."
Ross,Here goes...
Rachel,I can't watch. It's like firing Elmo.
Ross,"Sandy... Hi, we uhm... we kinda need to talk. I'm afraid it's not working out."
Sandy,Oh...
Ross,"Yeah, uhm... I mean, Rachel and I, think you are great... with Emma... uhm... We just feel..."
Rachel,YOU! You feel!
Ross,I... just feel that the... the chemistry isn't right. I'm sorry. We're... we're more than happy to give you good recommendation...
Sandy,"Oh, no, no, no... That's okay. I got a lot of offers from other families. I just picked you guys because... I liked you the best."
Rachel,"Oh, damn you Geller!"
Ross,"Anyway, uhm...Well, I'm glad there's no hard feelings."
Sandy,"No, none at all. You need to be happy with whoever is in your home... Although if you don't mind telling me, what was your problem? Maybe it's something I can work on in the future."
Ross,"No, you know, it's uhm... nothing you did, it's... it's uhm... my issue."
Sandy,What is it...? Please...?
Ross,"You know, I'm just not uhm... that comfortable with a guy who's as sensitive as you."
Sandy,"That's fair... Although, can I ask... why do you think that is?"
Ross,Why... I... I don't know. Uhm... errrr... maybe... maybe because of my father?
Sandy,hmmm...
Ross,"I mean, uhm... you know when I was growing up he was kind of a tough guy... You know a-a-and as a kid I wasn't the athlete I am now."
Rachel,Huh ha ha!
Ross,"I play squash...! Anyway, uhm... I uhm... I always get the feeling he thought I was too sensitive."
Sandy,That must have been hard.
Ross,"It was hard... I remember... I was in my bedroom... playing with my dinosaurs... playing and learning... and my father walks in and says... he says... ""What are you doing with those things? What's wrong with you, why aren't you... why aren't you outside playing like a... like a real boy?"
Sandy,But you are a real boy!
Ross,"I know I am! ...And when it's summer, and it's hot, why can't you wear a tank top?"
Sandy,It's allright! Crying is good. It lets the boo-hoos out.
Ross,Here come some more... COMMERCIAL BREAK
Joey,Wow! You blow my mind...
Sandy,"Oh, I gotta go."
Joey,Aaahh... How much do I owe you?
Sandy,Twenty bucks.
Joey,It's like the cheapest college ever. END 1
Ross,"And that's why, no matter what mommy says, we really were on a break. Yes we were! Yes we were! Come here gorgeous. Oh! Look at you! You are the cutest little baby ever! You're just a... a little bitty baby, you know that? But you've got... You've got big beautiful eyes... Yes you do... and a... and a big round belly. Big baby butt! I like big butts. I like big butts and I cannot lie / you other brothers can't deny / when a girl walks in with an itty, bitty, waist / and a round thing in your face you get... Oh my God, Emma... you're laughing! Oh my God, you've never done that before, have you? You never done that before... Daddy made you laugh, huh? Well, daddy and Sir Mix Alot... What? What? You... you wanna hear some more? Uhm... My anaconda don't want none / unless you got buns hon... I'm a terrible father! OPENING CREDITS"
Chandler,Hi!
Joey,Hey... hey listen... What do you guys know about investments?
Chandler,How come?
Joey,"Well, I'm starting to make good money on the show and I'm thinking... I should probably do something with it."
Monica,What do you do with your money now?
Joey,"Well, I just tape it to the back of my toilet tank. I didn't say that! It's in a bank guarded by robots!"
Chandler,Do you have any ideas?
Joey,"Uh, yeah... This guy at work got me excited about going in on an emu farm. That'd be kinda cool huh? Pitchin' in on the weekends, helping to plant the emus..."
Monica,Joe... Emus are birds. You raise them for meat.
Joey,"Yeah! Right! People eat birds... Bird meat... Now do they just fly into your mouth or you go to... you go to a restaurant and you say: ""Excuse me, I'll have a bucket of fried bird."" Or... or maybe just a wing or..."
Monica,"Joey, I think you should consider something a little less risky. I mean, I think in this market, real estate is your best investment.The Fed. just lowered the rates and the interest on your mortgage is totally deductible. That's right, I know some stuff!"
Joey,"Real estate, huh? Hmmm..."
Monica,"Oh, and you know who's selling a great apartment? Richard!"
Chandler,"Oh, and you know whose knowledge of her ex-boyfriend is shocking? Monica!"
Monica,My dad told me. They play golf together.
Chandler,"Oh, well... Maybe I'll join them some time. I just hope the club doesn't slip out of my hand and beat the moustache off his face."
Phoebe,Hi! Rachel and Monica: Hey!
Phoebe,Listen! You have to help me pick a dress 'cause I'm meeting Mike's parents tonight!
Monica,"Wow, the boyfriend's parents! That's a big step."
Phoebe,Really? That hadn't occurred to me.
Monica,"They just gonna love you, just be yourself."
Phoebe,They live on the upper east side on Park Avenue!
Rachel,"Oh yeah, she can't be herself."
Phoebe,"Okay, so... allright... Which dress? dresses, Rachel and Monica look at them... taking their time, don't wanting You can say ""neither"". Rachel and Monica: Oh God, neither!"
Monica,"I'm sorry honey, but we're gonna take you shopping. It's gonna be fine."
Rachel,"Yeah, totally! You are in such good hands. And I'm so good with meeting parents. With the father, you know, you want to flirt a little bit, but not in a gross way. Just kind of like: ""Oh mr. Pincer, I can see where Wallis gets his good looks..."""
Monica,You went out with Wallis Pincer?
Rachel,"Uh, he took the SAT's for me."
Monica,I knew you didn't get a 1400!
Rachel,"Ssshyeah, well, duh! I mean..."
Phoebe,So... now... What about with Mike's mom?
Rachel,"Oh, with the mother, just... just constantly tell her how amazing her son is. Take it from me, moms love me. Ross's mom one time actually said I'm like the daughter that she never had."
Monica,She said WHAT?
Phoebe,That's she's like the daughter she never had. Listen!
Rachel,Hi.
Ross,Hi.
Rachel,"I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!"
Ross,Guess what? I made Emma laugh today.
Rachel,You WHAT? And I missed it? Because I was giving a makeover to that stupid hippie?
Ross,"Yeah, and it was uhm... it was like a real little person laugh too. It was... it was like uhm... comes out very squeaky, very high pitched. He laughs about himself but then Only... only not creepy."
