,Speaker,Dialogue
43090,Chandler,"Well that’s not fair, you’ve already had some!"
43091,Rachel,"What? Oh, well then y’know what? I think Monica would be very interested to know that you called her cheesecake dry and mealy."
43092,Chandler,What do we use to split it?
43093,Rachel,"Okay! All right, pick a half."
43094,Chandler,"Okay well, this side looks bigger. Uh… There’s more crust on this side. Y’know? So, maybe if I measured…"
43095,Rachel,Oh for God sake just pick a piece!
43096,Chandler,"All right, I’ll pick that one."
43097,Rachel,"That’s also the smaller piece. Okay, there you go. Enjoy your half my friend, but that is it. No sharing. No switching, and don’t come crying to me if you eat your piece too fast. Oh!!!!"
43098,Chandler,Ohhh!
43099,Rachel,"Okay, you gotta give me some of your piece."
43100,Chandler,"Oh-ho-ho-ho-no! No! No switching! No sharing, and don’t come crying to me! Ha-ha-ha! I may just sit here and have my cake all day! Just sit here in the hallway and eat my…"
43101,Ross,"Oh, hey Aunt Millie. Aunt Millie: Isn’t it a beautiful wedding?!"
43102,Ross,"Yes, yes it is. It’s uh… Every time on the lips! Why?! Why on lips?!"
43103,Monica,"Here’s Frannie. Hmm, won’t she be happy to see me?"
43104,Ross,"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her."
43105,Monica,Frannie was the one who found your Playboys and showed them to mom.
43106,Ross,That bitch!
43107,Frannie,Monica! What…
43108,Monica,Am I doing here? Why? Surprised to see me? Ross brought me. How do you like that?!
43109,Ross,"Hi Frannie, congratulations."
43110,Monica,"You invite my brother, you invite my whole family, and not me?! Why?! What—Why wouldn’t you want me at your wedding? What could I have possibly done?! Stuart!"
43111,Frannie,I believe you know my husband.
43112,Ross,So it’s really a question of who could you have possibly done.
43113,David,"Oh, I hate this but I-I-I have to go. I-I can’t miss my flight."
43114,Phoebe,Are you sure? I’ll bet there’s another flight to Minsk in like…
43115,David,"July. Umm,"
43116,Phoebe,That’s really beautiful. What does it mean?
43117,David,"Please, clean my beakers. I don’t get out of the lab much."
43118,Phoebe,"That’s good. I got to admit, I thought it was something else."
43119,David,"Yeah, I… Well I really actually wanted to say umm, that, but um, I figured I probably shouldn’t because y’know, I…have to leave."
43120,Phoebe,You’re right! You’re right. Don’t say it.
43121,David,I-I do though.
43122,Phoebe,I do too.
43123,David,Bye Phoebe.
43124,Phoebe,"Okay, now’s not the time Joey. All right? You can yell at me tomorrow."
43125,Joey,"No! No! No Pheebs, I’m not gonna yell at you. I just y’know, started thinking about you and David and I…remember how bummed you were the first time he left. And I just… Oh Pheebs, come here. Are you okay?"
43126,Phoebe,No I’m not okay. The only guy I’ve ever been crazy about has gone to Minsk and I may never…I may never see him again.
43127,Joey,"Hey, y’know you could always visit him."
43128,Phoebe,"Oh right, like they’re gonna let me have a passport."
43129,Joey,Anything I can do? Whatever you need.
43130,Phoebe,"Well—But—Now, if-if you can achieve positronic distillation of sub-atomic particles y’know before he does, then he can come back."
43131,Joey,I can give it a shot.
43132,Rachel,Oh! Yay! Look! There’s a piece that doesn’t have floor on it!
43133,Chandler,Stick to your side!
43134,Rachel,"Hey, come on now!"
43135,Joey,"All right, what are we havin’? Ending Credits"
43136,Monica,Oh wait I forgot my wrap.
43137,Ross,"What? Oh, okay. Wait here. Aunt Millie: Hi sweetie! Are you leaving?"
43138,Ross,Well… Aunt Millie: Give us a kiss. Come on! Come on!
43139,Ross,Why?! Why on the lips?! End
43140,Monica,"Ross, when’s this comet thing start?"
43141,Ross,"Well, technically it started seven billion years ago…"
43142,Ross,"Okay! Okay! Fine, I’ll stop! No teaching, okay? We’ll just watch the pretty light streaking across the sky. Okay? Who’s official name is Bapstein-King."
43143,Phoebe,"There it is! Oh, look at that! Isn’t Mother Nature amazing?"
43144,Chandler,That’s a plane!
43145,Phoebe,"Well, all right. 1700 bags of peanuts flying that high, that’s pretty amazing too."
43146,Tag,"Hey, I wonder if you can see my apartment from up here."
43147,Rachel,"No. No, you can’t."
43148,Tag,What?
43149,Rachel,Oh I don’t-I don’t know.
43150,Ross,"Man, look at all those stars! Infinite space. It really, really makes you wonder, doesn’t it?"
43151,Joey,Y’know what else makes you wonder?
43152,Ross,Huh?
43153,Joey,Check out the rack on this chick! Opening Credits
43154,Monica,"Okay, we’ve been out here for two hours and we haven’t seen any stupid comets. Can we go now? I mean, Chandler’s getting chilly."
43155,Chandler,"No, I’m not!"
43156,Joey,Then why are you wearing Monica’s jacket?
43157,Chandler,Because it’s flattering! Come on Monica! Come on Monica!
43158,Rachel,"Yeah actually, I think we’re gonna take off too. We rented a movie."
43159,Phoebe,"Oh! I won’t say, ‘no’ to a movie!"
43160,Rachel,"Uh Pheebs, we just actually kinda wanted to be alone."
43161,Phoebe,Shh! Get me out of here.
43162,Rachel,Oh.
43163,Joey,Ross!
43164,Ross,What?
43165,Joey,"Come here, check this out!"
43166,Ross,What? Is it the comet?
43167,Joey,"No! No-no. Look, there’s a bug stuck in tar right here."
43168,Ross,"Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!"
43169,Joey,"Y’know, there’s two women dude."
43170,Ross,Show me where?
43171,Joey,Right-right up here.
43172,Ross,Joey where’s the pipe that was holding the door open?
43173,Joey,"I don’t know! Yeah, I do."
43174,Ross,Joey!
43175,Joey,What?! All right—Hey! Don’t look at me! You’re the one who wanted to come up and look for some stupid Burger King comet!
43176,Ross,"It’s called the Bapstein-King comet, okay? Hey! Hey! Bapstein was a very well respected astronomer!"
43177,Joey,Oh no! No! No!
43178,Chandler,Monica!
43179,Monica,She’s sleeping.
43180,Chandler,"I know, just quick-quick question, quick question. Which one was Deep Impact and which one was Armageddon?"
43181,Monica,"Deep Impact was the one with Robert Duval, Armageddon is what’s going to happen to you if you wake me up."
43182,Chandler,"Sorry, I just…can’t sleep. Ooh! Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it? Because every time I look at that cover I’m like…"
43183,Monica,It is in the living room where there is also a light! And no one will kick you in the shin.
43184,Chandler,What?! Ow!
43185,Phoebe,Please don’t be a space ship. Please don’t be a space ship. Oh thank God! How could you be beeping?! I just disconnected you! I took out your battery! How can… Smoke Detector: Beep!
43186,Phoebe,Don’t interrupt me!!
43187,Ross,Rachel!! Monica!!
43188,Joey,Come on!
43189,Ross,I can’t believe this!!
43190,Joey,"All right well, y’know…I guess we know what we have to do to get down."
43191,Ross,"Yeah, I guess we don’t have a choice. Help us! Please help us! We’re stuck up on the roof and we can’t get down!!!"
43192,Joey,Ross. I was thinking we could just go down the fire escape.
43193,Ross,"I know, I wasn’t finished. But don’t worry! We’re gonna go down the fire escape!!"
43194,Chandler,"Shhhhhhhhh!!! I’m sorry, I thought maybe I’d make some warm milk and it would help me sleep."
43195,Monica,With a wok? I thought you were going to read my boring book to put you asleep.
43196,Chandler,It got interesting! Damn you Oprah!
43197,Monica,"Here, let me make the milk, I’m up anyway."
43198,Chandler,"Hey, y’know what we can do? Y’know, now that we are up? We can just like talk to each other all night long, y’know like we did when we were first going out. It’d be fun!"
43199,Monica,Okay that does sound like fun.
43200,Chandler,"Okay, so how bummed were you when the second sister died huh?"
43201,Monica,The second sister dies?!
43202,Chandler,"No. No, I-I was, I was talking about the book I was reading."
43203,Monica,The second sister dies in Archie and Jughead Double Digest?
43204,Chandler,That’s correct.
43205,Rachel,You wanna go in the bedroom? It’s a little more comfortable.
43206,Tag,Sure.
43207,Rachel,"Okay. Oh wait! Umm, did you send those contracts to Milan?"
43208,Tag,If this is your idea of sexy talk?
43209,Rachel,"No seriously, y’know the contracts I gave you, did you overnight them?"
43210,Tag,What contracts?
43211,Rachel,Okay please tell me that this is just one of your jokes that you do that I don’t get.
43212,Tag,Like what?
43213,Rachel,"Y’know, like the thing when you put the phone in your pants? Tag! I’m serious! This isn’t funny! Those contracts absolutely had to go out today!"
43214,Tag,"Rach, I’m sorry, but you didn’t give me any contracts!"
43215,Rachel,"Yes I did! And I put a little Post-It on it that said, ""Must go out today,"" and underlined today three times and, and then I put a little heart in the corner because I didn’t want to seem too bossy."
43216,Tag,"I’m telling you, you never gave them to me."
43217,Rachel,"Y’know what Tag, if we went down to the office you would see those contracts sitting on your desk."
43218,Tag,"No, I would see you looking embarrassed because they are not on my desk!"
43219,Rachel,Or maybe you would see me looking embarrassed because you are talking on the phone with your crotch!
43220,Tag,You wanna go down to the office right now?
43221,Rachel,"No! Come on its late, we’re not gonna go down to the office."
43222,Tag,Okay I understand. I wouldn’t want to be proved wrong either.
43223,Rachel,Okay get your coat! Oh! When did you unhook this? Nice work!
43224,Joey,"All right, it won’t go down any further. It’s stuck."
43225,Ross,"Ugh. Well, we’re just gonna have to jump. Yeah. Now, we’re gonna have to make sure to land to the right of that patch of ice, okay? Not hit the dumpster on the other side and uh, and try to avoid that-that weird brownish red stuff in the middle. So, when you get down there…you go up to the roof and you let me in."
43226,Joey,Oh whoa-whoa wait a minute! I have to do it?!
43227,Ross,"Yeah! Oh yeah, you’ll be fine! It-it’ll be uh, just like bungy jumping. Y’know? But instead of bouncing back up you-you won’t."
43228,Joey,What if I smack my head on the concrete?
43229,Ross,"Well, I’m not gonna lie to you Joey, it’s a possibility."
43230,Joey,"I don’t know Ross! I-I tell you what, let’s flip to see who does it, okay? You-you call it in the air, all right?"
43231,Ross,"Oh, all right. Tails! Can you-can you see what it is?"
43232,Joey,No.
43233,Ross,"Okay. Well, you be careful."
43234,Joey,"What? No! No Ross! No-no! Stop! I’m not jumping! Okay, look I have an audition tomorrow and I can’t go if I break my leg."
43235,Ross,Well I’m not jumping! I have a son! Okay? He won’t have a father if-if I die!
43236,Joey,"Well all right so, it looks like we’re even!"
43237,Phoebe,"Okay. So, this wire is connected to this wire which plugs into here. Okay so, to get the beeping to stop all I have to do… Well done, Pheebs. What do you want from me?!!!!!!!"
43238,Monica,"Okay, here’s your milk. What do you want to talk about?"
43239,Chandler,What? What? What?
43240,Monica,Ohh! Ohhhh! Were you sleeping sweetie? I’m sorry. Here.
43241,Tag,"Okay! Feel free to look, but I’m telling you those contracts are not on this desk."
43242,Rachel,"Oh how can you possibly know? Look at this mess, Tag! I mean, this is what I’m talking about! You have to be organized! You’ve got newspapers! You’ve got magazines! You got—Ohh! And who is this chippy? A little young for you Tag, but whatever."
43243,Tag,It’s my sister.
43244,Rachel,"Okay, very cute braces. Anyway y’know what, the point is Tag, start looking because you are going to find those contracts on your desk."
43245,Tag,So when do you imagine you gave them to me? In the morning or in the afternoon?
43246,Rachel,"In the afternoon. Mr. Zelner came into my office after lunch. He put them on my desk, and then I put a Post-It on it that said, ""Must go out today."" So you just keep looking in there! All right? Commercial Break"
43247,Tag,It’s not here.
43248,Rachel,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?"
43249,Tag,How could I have left them in the copy room?
43250,Rachel,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.
43251,Tag,Fine.
43252,Rachel,Thank you. Hello? I still don’t get it.
43253,Monica,Are you still awake?
43254,Chandler,Yeah! You?
43255,Monica,You do know that was me who just said that right? Hey. As long as we’re both up…
43256,Chandler,Yeah? I hope you’re not thinking about cleaning the living room.
43257,Joey,"Man, I’m starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!"
43258,Ross,"Y’know, y’know I’m lookin’ and I don’t think anyone’s home here. I say we just break the window, crawl through, and-and y’know explain later."
43259,Joey,Yeah? Really? No one’s home?
43260,Ross,I don’t think so. Hello? When you get in there…
